Sr. No.,FG,FG Position,Redox Potential,mol_filename_neutral,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_ArN,fr_Ar_COO,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH2,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_sulfide
48,CN,1 9,-1.15,CN_R19_neutral,9.051403927311664,0.4672619047619049,9.051403927311664,0.4672619047619049,0.5560145229919127,230.23,224.18199999999996,230.059246192,82,0.1072240282118885,-0.2444060432364095,0.2444060432364095,0.1072240282118885,0.7222222222222222,1.2222222222222223,1.6666666666666667,2.542797561024013,784.1571282193985,12.535169427003233,9.252955997137589,9.252955997137589,8.83002980034506,5.3296746582124594,5.3296746582124594,3.7938251284079128,3.7938251284079128,2.7348646852988097,2.7348646852988097,1.9001053924066869,1.9001053924066869,-2.98,21020.204378429073,10.191705092923097,3.796604615588104,1.3726097855905124,102.74907173659105,0.0,23.17184406081707,0.0,0.0,0.0,0.0,0.0,9.967957041894417,10.523783109476973,0.0,12.13273413692322,24.26546827384644,0.0,22.160304418626513,0.0,22.066802870465047,10.523783109476973,0.0,0.0,0.0,47.52510539416365,12.138442625584547,0.0,0.0,0.0,0.0,9.967957041894417,0.0,22.66222573506152,11.126902983393991,36.39820241076966,0.0,22.066802870465047,73.36,0.0,0.0,0.0,33.193705853859036,0.0,0.0,24.26546827384644,12.13273413692322,22.106399667478964,10.523783109476973,0.0,0.0,8.841944444444444,18.10280785462333,3.336078987150417,0.0,14.719168713781809,0.0,0.0,0.0,0.0,18,0,4,2,3,4,0,4,0,3,2.5263600000000004,66.47400000000002,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
49,CN,2 3,-1.18,CN_R23_neutral,8.972985481229529,0.32831585411942577,8.972985481229529,0.32831585411942577,0.5560145229919127,230.22999999999996,224.18199999999996,230.059246192,82,0.1005931921205882,-0.2444560072749036,0.2444560072749036,0.1005931921205882,0.7222222222222222,1.1666666666666667,1.5555555555555556,2.4494188722118055,781.1571282193986,12.535169427003233,9.252955997137589,9.252955997137589,8.813193047939452,5.323691594068752,5.323691594068752,3.822434156261388,3.822434156261388,2.7191562010637176,2.7191562010637176,1.8537079360290218,1.8537079360290218,-2.98,20563.32471820277,10.191705092923097,3.796604615588104,1.449881480490356,102.74907173659105,0.0,12.138442625584547,0.0,0.0,0.0,0.0,0.0,9.967957041894417,10.523783109476973,0.0,12.13273413692322,24.26546827384644,0.0,33.193705853859036,0.0,22.066802870465047,10.523783109476973,0.0,0.0,0.0,47.52510539416365,12.138442625584547,0.0,0.0,0.0,0.0,9.967957041894417,0.0,22.66222573506152,11.126902983393991,36.39820241076966,0.0,22.066802870465047,73.36,0.0,0.0,0.0,22.160304418626513,11.033401435232523,0.0,12.13273413692322,36.40391089943099,9.967957041894417,10.523783109476973,0.0,0.0,8.877365835222978,17.945970962459057,3.4674603174603185,0.0,14.709202884857648,0.0,0.0,0.0,0.0,18,0,4,2,3,4,0,4,0,3,2.5263600000000004,66.47400000000002,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
50,CN,2 7,-1.04,CN_R27_neutral,8.851267374233643,0.5486923920802891,8.851267374233643,0.5486923920802891,0.5560145229919127,230.22999999999996,224.18199999999996,230.059246192,82,0.09919260510767423,-0.24450208546472474,0.24450208546472474,0.09919260510767423,0.6666666666666666,1.1111111111111112,1.5555555555555556,2.377821030480675,784.1571282193985,12.535169427003233,9.252955997137589,9.252955997137589,8.796356295533846,5.317708529925045,5.317708529925045,3.854200643468303,3.854200643468303,2.6908326680230514,2.6908326680230514,1.8136903260086255,1.8136903260086255,-2.98,20324.050566029688,10.191705092923097,3.796604615588104,1.5338667599912716,102.74907173659105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,10.523783109476973,0.0,0.0,36.39820241076966,0.0,45.33214847944358,0.0,22.066802870465047,10.523783109476973,0.0,0.0,0.0,47.52510539416365,12.138442625584547,0.0,0.0,0.0,0.0,9.967957041894417,0.0,22.66222573506152,11.126902983393991,36.39820241076966,0.0,22.066802870465047,73.36,0.0,0.0,0.0,22.160304418626513,11.033401435232523,0.0,36.39820241076966,0.0,22.106399667478964,10.523783109476973,0.0,0.0,8.877365835222978,17.702534748467286,3.9082133933820455,0.0,14.51188602292769,0.0,0.0,0.0,0.0,18,0,4,2,3,4,0,4,0,3,2.5263600000000004,66.47400000000002,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52,CN,1 2 3,-0.79,CN_R123_neutral,9.261302595112118,0.048223261526833205,9.261302595112118,0.048223261526833205,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10862235611566115,-0.24440638602547135,0.24440638602547135,0.10862235611566115,0.75,1.4,2.0,2.5740416064754137,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.778718205328804,5.719948122629105,5.719948122629105,4.08959123994816,4.08959123994816,2.978764973414946,2.978764973414946,2.0734145127441104,2.0734145127441104,-3.49,52694.11613925476,11.591985557764996,4.314847409507476,1.5369956689767348,113.50659353245638,0.0,23.72436465599308,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,12.13273413692322,18.19910120538483,0.0,33.24045662793977,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,5.261891554738487,16.690354475090988,22.066802870465047,0.0,6.06636706846161,12.13273413692322,30.34039807530004,9.967957041894417,10.523783109476973,0.0,0.0,8.783152872260015,27.478662446460064,2.3964351851851866,0.0,14.508416162761401,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.398040000000001,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
53,CN,1 2 4,-0.68,CN_R124_neutral,9.231434870244394,0.13993622448979615,9.231434870244394,0.13993622448979615,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10989479134277357,-0.24304927779446267,0.24304927779446267,0.10989479134277357,0.75,1.35,1.9,2.608971916396097,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.778718205328804,5.719948122629106,5.719948122629106,4.091632761246975,4.091632761246975,2.973187433501849,2.973187433501849,2.0611467131191135,2.0611467131191135,-3.49,53179.71877506683,11.591985557764996,4.314847409507476,1.5369956689767348,113.50659353245638,0.0,29.24106537360934,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,12.13273413692322,18.19910120538483,0.0,27.723755910323508,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,10.523783109476973,16.690354475090988,22.066802870465047,0.0,6.06636706846161,12.13273413692322,30.34039807530004,9.967957041894417,5.261891554738487,0.0,0.0,8.76544217687075,27.496132999496098,2.443346560846562,0.0,14.461744929453262,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
54,CN,1 2 6,-0.81,CN_R126_neutral,9.199165249433108,0.20996362433862492,9.199165249433108,0.20996362433862492,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10852877810476304,-0.24304955201693923,0.24304955201693923,0.10852877810476304,0.7,1.4,2.1,2.529179181892528,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.778718205328804,5.719948122629106,5.719948122629106,4.088178437553027,4.088178437553027,2.9885720884266647,2.9885720884266647,2.060077109439852,2.060077109439852,-3.49,53039.48751380182,11.591985557764996,4.314847409507476,1.5369956689767348,113.50659353245638,0.0,29.24106537360934,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,27.723755910323508,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,5.261891554738487,11.126902983393991,27.63025436216204,0.0,6.06636706846161,24.26546827384644,12.138442625584547,16.03717835468669,10.523783109476973,0.0,0.0,8.76544217687075,27.28871309943731,2.8155026979927786,0.0,14.297008692365834,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
55,CN,1 2 7,-0.8,CN_R127_neutral,9.189862265894012,0.22570344650205798,9.189862265894012,0.22570344650205798,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.1085269428358315,-0.24440642961807627,0.24440642961807627,0.1085269428358315,0.75,1.55,2.25,2.4568064368235265,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485398,5.713965058485398,4.1183661950832215,4.1183661950832215,2.9665560797887855,2.9665560797887855,2.017204039694298,2.017204039694298,-3.49,52142.488646516606,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245636,0.0,17.65514334320081,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,39.309677940732044,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,5.261891554738487,11.126902983393991,27.63025436216204,0.0,0.0,30.33183534230805,18.20766393837682,9.967957041894417,10.523783109476973,0.0,0.0,8.783152872260015,27.07863302769327,3.11712138867893,0.0,14.18775937803445,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
56,CN,1 2 8,-0.8,CN_R128_neutral,9.199165249433108,0.20996362433862492,9.199165249433108,0.20996362433862492,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10852781219578077,-0.24445247831915676,0.24445247831915676,0.10852781219578077,0.75,1.55,2.25,2.4752471912368095,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485398,5.713965058485398,4.1183661950832215,4.1183661950832215,2.9665560797887855,2.9665560797887855,2.017204039694298,2.017204039694298,-3.49,52152.5444726819,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245636,0.0,17.65514334320081,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,39.309677940732044,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,5.261891554738487,11.126902983393991,27.63025436216204,0.0,0.0,30.33183534230805,18.20766393837682,9.967957041894417,10.523783109476973,0.0,0.0,8.783152872260015,27.110951541110275,3.063035766775848,0.0,14.209526486520534,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
57,CN,1 2 9,-0.81,CN_R129_neutral,9.212237260644999,0.18716931216931232,9.212237260644999,0.18716931216931232,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.1085823939688536,-0.2444044571650688,0.2444044571650688,0.1085823939688536,0.7,1.45,2.15,2.5508279629772543,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.778718205328804,5.719948122629106,5.719948122629106,4.088178437553027,4.088178437553027,2.988572088426664,2.988572088426664,2.0607460363468055,2.0607460363468055,-3.49,53022.88576424102,11.591985557764996,4.314847409507476,1.5369956689767348,113.50659353245638,0.0,29.24106537360934,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,27.723755910323508,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,5.261891554738487,11.126902983393991,27.63025436216204,0.0,0.0,30.33183534230805,12.138442625584547,16.03717835468669,10.523783109476973,0.0,0.0,8.765442176870748,27.33346308893928,2.7384344293272873,0.0,14.329326971529353,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
58,CN,1 3 6,-0.85,CN_R136_neutral,9.139584488116235,0.3174164094650209,9.139584488116235,0.3174164094650209,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10726223761837059,-0.24436039734037962,0.24436039734037962,0.10726223761837059,0.7,1.45,2.15,2.4548908327494274,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.74504470051759,5.707981994341691,5.707981994341691,4.154049797606182,4.154049797606182,2.917022739901616,2.917022739901616,1.9989560798419785,1.9989560798419785,-3.49,51117.55316199826,11.591985557764996,4.314847409507476,1.6965397948457563,113.50659353245636,0.0,11.585922030408536,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,45.37889925352432,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,0.0,38.75715734555603,0.0,6.06636706846161,24.26546827384644,18.20766393837682,9.967957041894417,15.78567466421546,0.0,0.0,8.783152872260015,26.99179001847653,3.27794133702864,0.0,14.113782438901485,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
59,CN,1 3 7,-0.86,CN_R137_neutral,9.148887471655328,0.30167658730158786,9.148887471655328,0.30167658730158786,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10726310697916662,-0.2444064460381333,0.2444064460381333,0.10726310697916662,0.7,1.45,2.15,2.4562484832026965,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.745044700517589,5.707981994341691,5.707981994341691,4.154049797606181,4.154049797606181,2.917022739901616,2.917022739901616,1.9989560798419785,1.9989560798419785,-3.49,51148.00016572143,11.591985557764996,4.314847409507476,1.6965397948457563,113.50659353245636,0.0,11.585922030408536,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,45.37889925352432,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,0.0,38.75715734555603,0.0,6.06636706846161,24.26546827384644,18.20766393837682,9.967957041894417,15.78567466421546,0.0,0.0,8.783152872260015,26.996683439215907,3.26906767027799,0.0,14.117762684912758,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.398040000000001,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
60,CN,1 3 8,-0.83,CN_R138_neutral,9.161959482867221,0.27888227513227526,9.161959482867221,0.27888227513227526,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10731768949193175,-0.24435842488734447,0.24435842488734447,0.10731768949193175,0.75,1.5,2.2,2.5296799420114384,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485398,5.713965058485398,4.123862040075986,4.123862040075986,2.9390387485394953,2.9390387485394953,2.0424980764944856,2.0424980764944856,-3.49,51974.991154336894,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245638,0.0,23.17184406081707,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,33.792977223115784,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,5.563451491696996,33.193705853859036,0.0,6.06636706846161,24.26546827384644,12.138442625584547,16.03717835468669,15.78567466421546,0.0,0.0,8.76544217687075,27.214301566305537,2.9533399995800798,0.0,14.233582923910305,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
61,CN,1 3 9,-0.86,CN_R139_neutral,9.161959482867221,0.27888227513227526,9.161959482867221,0.27888227513227526,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10731768949193175,-0.24435842488734447,0.24435842488734447,0.10731768949193175,0.75,1.5,2.2,2.5296799420114384,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485398,5.713965058485398,4.123862040075986,4.123862040075986,2.9390387485394953,2.9390387485394953,2.0424980764944856,2.0424980764944856,-3.49,51974.991154336894,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245638,0.0,23.17184406081707,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,33.792977223115784,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,5.563451491696996,33.193705853859036,0.0,6.06636706846161,24.26546827384644,12.138442625584547,16.03717835468669,15.78567466421546,0.0,0.0,8.76544217687075,27.214301566305537,2.9533399995800798,0.0,14.233582923910305,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
62,CN,1 4 6,-0.82,CN_R146_neutral,9.132091757999497,0.33439153439153446,9.132091757999497,0.33439153439153446,0.5742770312702464,255.24,250.19999999999996,255.05449516,90,0.10859186517369468,-0.2430013246975357,0.2430013246975357,0.10859186517369468,0.65,1.2,1.8,2.586654313033875,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.778718205328804,5.719948122629106,5.719948122629106,4.090219958851842,4.090219958851842,2.983152460735587,2.983152460735587,2.0479678563971047,2.0479678563971047,-3.49,53392.25548608278,11.591985557764996,4.314847409507476,1.5369956689767348,113.50659353245638,0.0,34.757766091225605,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,22.207055192707248,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,0.0,38.75715734555603,0.0,6.06636706846161,24.26546827384644,12.138442625584547,16.03717835468669,15.78567466421546,0.0,0.0,8.74773148148148,27.35093364197531,2.7853458049886637,0.0,14.282655738221216,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
63,CN,1 4 7,-0.81,CN_R147_neutral,9.119019746787604,0.3571858465608466,9.119019746787604,0.3571858465608466,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10853728336560238,-0.24304934590615554,0.24304934590615554,0.10853728336560238,0.7,1.3,1.85,2.509986263811727,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485398,5.713965058485398,4.120407716382037,4.120407716382037,2.9611364520977084,2.9611364520977084,2.004425859744597,2.004425859744597,-3.49,52501.548857845286,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245636,0.0,23.17184406081707,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,33.792977223115784,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,0.0,38.75715734555603,0.0,0.0,30.33183534230805,18.20766393837682,9.967957041894417,15.78567466421546,0.0,0.0,8.76544217687075,27.128422094146302,3.109947142437223,0.0,14.162855253212395,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.39804,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
64,CN,2 3 6,-0.89,CN_R236_neutral,9.077447142437222,0.25285997732426346,9.077447142437222,0.25285997732426346,0.5742770312702464,255.23999999999998,250.19999999999996,255.05449516,90,0.10716946704949375,-0.24440643062265485,0.24440643062265485,0.10716946704949375,0.7,1.3,1.9,2.4725746431660065,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.761881452923197,5.713965058485399,5.713965058485399,4.118828986705317,4.118828986705317,2.963953855749999,2.963953855749999,2.0204093786382047,2.0204093786382047,-3.49,51884.50754919674,11.591985557764996,4.314847409507476,1.6138145403693618,113.50659353245638,0.0,23.72436465599308,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,6.06636706846161,24.26546827384644,0.0,33.24045662793977,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,11.126902983393991,27.63025436216204,0.0,6.06636706846161,24.26546827384644,12.138442625584547,16.03717835468669,15.78567466421546,0.0,0.0,8.783152872260015,27.110951541110275,3.0630357667758474,0.0,14.209526486520534,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.398040000000001,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
65,CN,2 3 7,-0.89,CN_R237_neutral,9.012100707566978,0.2685997994876965,9.012100707566978,0.2685997994876965,0.5742770312702464,255.23999999999995,250.19999999999996,255.05449516,90,0.10059319212063875,-0.2444544516991465,0.2444544516991465,0.10059319212063875,0.65,1.2,1.75,2.4023475493654853,983.4536777445494,14.112519696192859,10.12281932344792,10.12281932344792,9.745044700517589,5.707981994341691,5.707981994341691,4.149016744235513,4.149016744235513,2.94193784711212,2.94193784711212,1.9775363088926505,1.9775363088926505,-3.49,51019.62219415894,11.591985557764996,4.314847409507476,1.6965397948457563,113.50659353245636,0.0,12.138442625584547,0.0,0.0,0.0,0.0,0.0,9.967957041894417,15.78567466421546,0.0,0.0,30.33183534230805,0.0,44.826378658348304,0.0,22.066802870465047,15.78567466421546,0.0,0.0,0.0,47.02218981739904,18.20766393837682,0.0,0.0,0.0,0.0,9.967957041894417,0.0,33.993338602592274,16.690354475090988,30.33183534230805,0.0,22.066802870465047,97.15,0.0,0.0,11.126902983393991,27.63025436216204,0.0,0.0,30.33183534230805,18.20766393837682,9.967957041894417,15.78567466421546,0.0,0.0,8.80086356764928,26.900871469366237,3.3646544574619988,0.0,14.100277172189152,0.0,0.0,0.0,0.0,20,0,5,2,3,5,0,5,0,3,2.398040000000001,71.18900000000001,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
